日期,星期,商品,天气,是否周末,是否促销,销量,客单价,销售额
5/15/2024,周三,芋泥波波,阴,FALSE,TRUE,36,14,504
5/8/2024,周三,水果茶,阴,FALSE,FALSE,20,11,220
4/14/2024,周日,杨枝甘露,多云,TRUE,FALSE,-1,20,780
5/2/2024,周四,珍珠奶茶,晴,FALSE,FALSE,19,15,285
4/25/2024,周四,杨枝甘露,雨,FALSE,TRUE,30,21,630
3/15/2024,周五,抹茶拿铁,多云,FALSE,FALSE,18,13,234
4/22/2024,周一,抹茶拿铁,多云,FALSE,TRUE,30,11,330
4/13/2024,周六,珍珠奶茶,多云,TRUE,FALSE,0,12,636
3/1/2024,周五,冰美式,晴,FALSE,FALSE,11,16,176
4/4/2024,周四,抹茶拿铁,雨,FALSE,FALSE,30,15,450
4/13/2024,周六,芝士奶盖,雨,TRUE,FALSE,38,19,722
4/15/2024,周一,芝士奶盖,晴,FALSE,FALSE,-1,12,228
5/7/2024,周二,青稞奶茶,雨,FALSE,FALSE,27,20,540
5/5/2024,周日,水果茶,晴,TRUE,FALSE,36,10,360
3/6/2024,周三,芝士奶盖,多云,FALSE,FALSE,30,19,570
4/14/2024,周日,水果茶,晴,TRUE,FALSE,44,19,836
3/19/2024,周二,可可奶茶,多云,FALSE,FALSE,12,14,168
5/10/2024,周五,抹茶拿铁,阴,FALSE,FALSE,22,20,440
4/1/2024,周一,柠檬茶,晴,FALSE,TRUE,27,15,405
4/5/2024,周五,柠檬茶,阴,FALSE,FALSE,28,11,308
5/8/2024,周三,抹茶拿铁,雨,FALSE,FALSE,21,19,399
4/13/2024,周六,水果茶,雪,TRUE,FALSE,43,13,559
3/15/2024,周五,青稞奶茶,晴,FALSE,TRUE,34,11,374
3/17/2024,周日,芝士奶盖,雪,TRUE,FALSE,41,10,410
3/25/2024,周一,水果茶,雨,FALSE,FALSE,33,12,396
5/17/2024,周五,冰美式,晴,FALSE,FALSE,25,17,425
4/7/2024,周日,柠檬茶,阴,TRUE,TRUE,56,20,1120
5/29/2024,周三,珍珠奶茶,雨,FALSE,FALSE,21,14,294
5/30/2024,周四,冰美式,多云,FALSE,FALSE,31,10,310
4/12/2024,周五,杨枝甘露,多云,FALSE,FALSE,16,19,304
4/20/2024,周六,青稞奶茶,晴,TRUE,FALSE,35,16,560
4/14/2024,周日,水果茶,晴,TRUE,FALSE,41,14,574
3/25/2024,周一,可可奶茶,晴,FALSE,TRUE,41,14,574
3/21/2024,周四,冰美式,阴,FALSE,FALSE,18,12,216
3/26/2024,周二,珍珠奶茶,雪,FALSE,TRUE,39,15,585
3/22/2024,周五,珍珠奶茶,雨,FALSE,FALSE,15,12,180
5/5/2024,周日,芝士奶盖,阴,TRUE,FALSE,53,16,848
3/16/2024,周六,柠檬茶,阴,TRUE,FALSE,46,12,552
4/18/2024,周四,芋泥波波,阴,FALSE,FALSE,34,17,578
3/16/2024,周六,芋泥波波,晴,TRUE,FALSE,37,18,666
5/15/2024,周三,冰美式,雨,FALSE,FALSE,26,19,494
5/1/2024,周三,水果茶,雪,FALSE,TRUE,35,18,630
5/29/2024,周三,珍珠奶茶,雪,FALSE,FALSE,30,15,450
5/14/2024,周二,可可奶茶,多云,FALSE,FALSE,14,12,168
5/28/2024,周二,杨枝甘露,雪,FALSE,FALSE,999,18,270
3/27/2024,周三,杨枝甘露,雪,FALSE,FALSE,12,18,216
5/4/2024,周六,青稞奶茶,雪,TRUE,TRUE,56,13,728
5/6/2024,周一,青稞奶茶,多云,FALSE,FALSE,29,18,522
4/15/2024,周一,冰美式,晴,FALSE,FALSE,-1,13,208
4/8/2024,周一,柠檬茶,雪,FALSE,FALSE,23,15,345
5/19/2024,周日,水果茶,雪,TRUE,FALSE,33,20,660
4/21/2024,周日,抹茶拿铁,雨,TRUE,FALSE,29,18,522
5/20/2024,周一,青稞奶茶,雨,FALSE,FALSE,26,18,468
4/23/2024,周二,杨枝甘露,阴,FALSE,FALSE,29,19,551
3/16/2024,周六,可可奶茶,雪,TRUE,FALSE,33,20,660
4/12/2024,周五,青稞奶茶,多云,FALSE,FALSE,15,16,240
3/29/2024,周五,水果茶,晴,FALSE,TRUE,36,17,612
4/14/2024,周日,冰美式,雪,TRUE,FALSE,35,10,350
4/19/2024,周五,杨枝甘露,雪,FALSE,FALSE,27,21,567
4/3/2024,周三,珍珠奶茶,多云,FALSE,TRUE,37,12,444
5/21/2024,周二,芝士奶盖,雪,FALSE,FALSE,24,12,288
4/15/2024,周一,抹茶拿铁,雨,FALSE,FALSE,27,13,351
3/12/2024,周二,青稞奶茶,雨,FALSE,FALSE,33,11,363
3/31/2024,周日,芋泥波波,雪,TRUE,TRUE,52,17,884
3/2/2024,周六,水果茶,多云,TRUE,FALSE,49,20,980
5/8/2024,周三,芋泥波波,晴,FALSE,FALSE,22,16,352
4/14/2024,周日,柠檬茶,雪,TRUE,TRUE,60,20,1200
5/7/2024,周二,柠檬茶,晴,FALSE,FALSE,17,18,306
3/7/2024,周四,水果茶,阴,FALSE,TRUE,41,20,820
5/9/2024,周四,芋泥波波,雨,FALSE,FALSE,999,13,299
5/12/2024,周日,水果茶,雨,TRUE,FALSE,41,18,738
3/5/2024,周二,抹茶拿铁,晴,FALSE,FALSE,34,17,578
4/15/2024,周一,芋泥波波,雨,FALSE,FALSE,12,16,192
3/13/2024,周三,水果茶,多云,FALSE,TRUE,45,16,720
5/2/2024,周四,珍珠奶茶,雨,FALSE,FALSE,20,14,280
4/24/2024,周三,杨枝甘露,晴,FALSE,FALSE,28,21,588
4/15/2024,周一,水果茶,雨,FALSE,FALSE,13,11,143
3/6/2024,周三,杨枝甘露,阴,FALSE,FALSE,22,19,418
5/1/2024,周三,青稞奶茶,阴,FALSE,FALSE,20,20,400
4/11/2024,周四,水果茶,多云,FALSE,TRUE,33,12,396
5/4/2024,周六,珍珠奶茶,晴,TRUE,FALSE,37,15,555
3/2/2024,周六,水果茶,雨,TRUE,FALSE,41,16,656
3/20/2024,周三,可可奶茶,多云,FALSE,FALSE,16,14,224
4/1/2024,周一,水果茶,阴,FALSE,FALSE,17,18,306
3/25/2024,周一,冰美式,多云,FALSE,TRUE,30,14,420
3/19/2024,周二,水果茶,雪,FALSE,TRUE,26,16,416
5/29/2024,周三,柠檬茶,雨,FALSE,FALSE,36,16,576
4/8/2024,周一,芋泥波波,雨,FALSE,FALSE,23,16,368
3/7/2024,周四,杨枝甘露,晴,FALSE,TRUE,29,20,580
5/17/2024,周五,芋泥波波,多云,FALSE,FALSE,30,15,450
3/15/2024,周五,芋泥波波,雪,FALSE,FALSE,12,15,180
4/16/2024,周二,冰美式,多云,FALSE,FALSE,24,19,456
3/14/2024,周四,杨枝甘露,晴,FALSE,FALSE,23,19,437
4/27/2024,周六,芋泥波波,雪,TRUE,FALSE,31,17,527
3/26/2024,周二,可可奶茶,晴,FALSE,TRUE,38,14,532
5/11/2024,周六,芝士奶盖,阴,TRUE,FALSE,37,16,592
4/23/2024,周二,可可奶茶,多云,FALSE,FALSE,999,14,168
3/8/2024,周五,柠檬茶,阴,FALSE,FALSE,30,11,330
5/5/2024,周日,水果茶,阴,TRUE,FALSE,46,13,598
3/21/2024,周四,冰美式,雪,FALSE,FALSE,24,17,408
5/7/2024,周二,青稞奶茶,多云,FALSE,FALSE,23,18,414
3/29/2024,周五,珍珠奶茶,雨,FALSE,TRUE,33,13,429
3/7/2024,周四,柠檬茶,雪,FALSE,TRUE,41,20,820
4/17/2024,周三,芝士奶盖,雪,FALSE,FALSE,14,16,224
4/7/2024,周日,芝士奶盖,晴,TRUE,FALSE,29,14,406
3/3/2024,周日,可可奶茶,晴,TRUE,FALSE,49,20,980
5/20/2024,周一,冰美式,阴,FALSE,FALSE,20,13,260
4/20/2024,周六,杨枝甘露,多云,TRUE,FALSE,45,20,900
5/1/2024,周三,芋泥波波,多云,FALSE,FALSE,27,13,351
3/24/2024,周日,青稞奶茶,雨,TRUE,TRUE,43,20,860
3/9/2024,周六,杨枝甘露,阴,TRUE,FALSE,37,21,777
5/7/2024,周二,杨枝甘露,雪,FALSE,TRUE,26,18,468
5/22/2024,周三,珍珠奶茶,多云,FALSE,FALSE,18,13,234
5/16/2024,周四,珍珠奶茶,晴,FALSE,FALSE,15,12,180
5/1/2024,周三,冰美式,多云,FALSE,FALSE,31,12,372
5/9/2024,周四,青稞奶茶,晴,FALSE,FALSE,14,18,252
5/5/2024,周日,水果茶,晴,TRUE,FALSE,29,13,377
3/19/2024,周二,芝士奶盖,多云,FALSE,FALSE,29,16,464
5/31/2024,周五,芋泥波波,多云,FALSE,FALSE,28,11,308
4/6/2024,周六,芝士奶盖,雪,TRUE,FALSE,32,11,352
5/17/2024,周五,杨枝甘露,阴,FALSE,FALSE,24,19,456
3/20/2024,周三,青稞奶茶,雨,FALSE,FALSE,23,17,391
4/3/2024,周三,芋泥波波,多云,FALSE,FALSE,12,15,180
4/27/2024,周六,抹茶拿铁,晴,TRUE,FALSE,31,12,372
3/17/2024,周日,杨枝甘露,雨,TRUE,FALSE,43,21,903
4/22/2024,周一,冰美式,多云,FALSE,FALSE,30,13,390
5/10/2024,周五,抹茶拿铁,雪,FALSE,FALSE,28,16,448
5/31/2024,周五,水果茶,晴,FALSE,FALSE,17,13,221
3/3/2024,周日,芝士奶盖,阴,TRUE,FALSE,43,10,430
4/16/2024,周二,杨枝甘露,阴,FALSE,TRUE,43,19,817
3/29/2024,周五,珍珠奶茶,晴,FALSE,FALSE,16,15,240
5/29/2024,周三,水果茶,晴,FALSE,FALSE,31,19,589
5/16/2024,周四,杨枝甘露,多云,FALSE,FALSE,11,19,209
5/12/2024,周日,水果茶,多云,TRUE,FALSE,31,18,558
4/8/2024,周一,抹茶拿铁,雨,FALSE,FALSE,33,10,330
3/20/2024,周三,珍珠奶茶,雪,FALSE,FALSE,0,13,247
5/27/2024,周一,抹茶拿铁,雪,FALSE,FALSE,21,16,336
4/4/2024,周四,芋泥波波,多云,FALSE,FALSE,28,19,532
4/20/2024,周六,杨枝甘露,雪,TRUE,FALSE,49,21,1029
5/22/2024,周三,水果茶,多云,FALSE,TRUE,47,16,752
3/14/2024,周四,芋泥波波,雨,FALSE,FALSE,17,10,170
3/21/2024,周四,可可奶茶,晴,FALSE,FALSE,13,14,182
3/26/2024,周二,珍珠奶茶,雨,FALSE,TRUE,45,12,540
5/1/2024,周三,珍珠奶茶,雨,FALSE,TRUE,25,14,350
4/20/2024,周六,可可奶茶,雨,TRUE,FALSE,36,12,432
3/13/2024,周三,芝士奶盖,雪,FALSE,TRUE,35,19,665
5/1/2024,周三,冰美式,雨,FALSE,TRUE,38,11,418
3/12/2024,周二,柠檬茶,多云,FALSE,FALSE,18,18,324
5/17/2024,周五,可可奶茶,阴,FALSE,FALSE,25,14,350
4/25/2024,周四,珍珠奶茶,多云,FALSE,FALSE,31,12,372
5/12/2024,周日,抹茶拿铁,晴,TRUE,TRUE,50,11,550
4/28/2024,周日,芝士奶盖,雨,TRUE,TRUE,53,15,795
3/10/2024,周日,杨枝甘露,雨,TRUE,FALSE,43,21,903
3/18/2024,周一,芋泥波波,晴,FALSE,FALSE,29,16,464
5/19/2024,周日,杨枝甘露,雨,TRUE,FALSE,48,20,960
5/27/2024,周一,水果茶,雨,FALSE,FALSE,34,10,340
5/22/2024,周三,珍珠奶茶,雪,FALSE,TRUE,32,15,480
4/21/2024,周日,芋泥波波,阴,TRUE,FALSE,42,11,462
4/29/2024,周一,可可奶茶,晴,FALSE,TRUE,41,16,656
4/12/2024,周五,芋泥波波,雨,FALSE,FALSE,27,13,351
4/30/2024,周二,芋泥波波,阴,FALSE,TRUE,37,12,444
4/10/2024,周三,冰美式,雪,FALSE,FALSE,11,15,165
4/30/2024,周二,柠檬茶,多云,FALSE,FALSE,21,16,336
5/21/2024,周二,杨枝甘露,多云,FALSE,TRUE,29,20,580
4/27/2024,周六,水果茶,多云,TRUE,FALSE,45,12,540
3/12/2024,周二,水果茶,雨,FALSE,TRUE,41,17,697
5/28/2024,周二,杨枝甘露,雨,FALSE,FALSE,32,21,672
5/11/2024,周六,冰美式,晴,TRUE,FALSE,40,19,760
5/25/2024,周六,芝士奶盖,多云,TRUE,FALSE,27,17,459
3/15/2024,周五,水果茶,雪,FALSE,FALSE,25,12,300
5/21/2024,周二,冰美式,晴,FALSE,FALSE,16,16,256
3/22/2024,周五,冰美式,多云,FALSE,FALSE,25,20,500
3/2/2024,周六,芝士奶盖,晴,TRUE,FALSE,40,18,720
3/16/2024,周六,抹茶拿铁,阴,TRUE,FALSE,50,15,750
4/24/2024,周三,可可奶茶,晴,FALSE,FALSE,27,16,432
5/10/2024,周五,冰美式,雪,FALSE,FALSE,19,20,380
4/25/2024,周四,青稞奶茶,晴,FALSE,FALSE,14,11,154
5/18/2024,周六,水果茶,阴,TRUE,FALSE,37,18,666
4/26/2024,周五,可可奶茶,雨,FALSE,FALSE,14,13,182
5/10/2024,周五,水果茶,多云,FALSE,FALSE,14,15,210
4/29/2024,周一,水果茶,晴,FALSE,FALSE,25,18,450
5/24/2024,周五,青稞奶茶,阴,FALSE,FALSE,-1,16,304
3/20/2024,周三,芝士奶盖,雨,FALSE,TRUE,45,13,585
4/20/2024,周六,柠檬茶,阴,TRUE,FALSE,53,16,848
5/21/2024,周二,水果茶,阴,FALSE,FALSE,23,12,276
3/13/2024,周三,杨枝甘露,雪,FALSE,FALSE,23,20,460
3/21/2024,周四,芝士奶盖,晴,FALSE,TRUE,32,20,640
3/20/2024,周三,珍珠奶茶,雪,FALSE,FALSE,14,15,210
4/15/2024,周一,杨枝甘露,多云,FALSE,FALSE,25,19,475
4/18/2024,周四,青稞奶茶,雨,FALSE,TRUE,33,10,330
5/14/2024,周二,芋泥波波,阴,FALSE,FALSE,14,11,154
4/3/2024,周三,杨枝甘露,晴,FALSE,FALSE,17,19,323
5/2/2024,周四,珍珠奶茶,晴,FALSE,FALSE,33,12,396
4/23/2024,周二,水果茶,阴,FALSE,FALSE,-1,14,308
5/24/2024,周五,冰美式,晴,FALSE,FALSE,16,17,272
5/16/2024,周四,可可奶茶,多云,FALSE,FALSE,14,11,154
3/4/2024,周一,可可奶茶,雪,FALSE,FALSE,12,13,156
3/15/2024,周五,柠檬茶,雨,FALSE,FALSE,19,14,266
3/26/2024,周二,芋泥波波,雪,FALSE,FALSE,28,17,476
4/21/2024,周日,柠檬茶,多云,TRUE,TRUE,53,11,583
5/15/2024,周三,青稞奶茶,多云,FALSE,FALSE,22,16,352
4/24/2024,周三,冰美式,雨,FALSE,FALSE,27,16,432
5/12/2024,周日,芝士奶盖,晴,TRUE,FALSE,36,18,648
4/22/2024,周一,青稞奶茶,阴,FALSE,TRUE,38,16,608
4/15/2024,周一,柠檬茶,多云,FALSE,FALSE,17,12,204
3/16/2024,周六,珍珠奶茶,晴,TRUE,FALSE,38,15,570
4/11/2024,周四,柠檬茶,阴,FALSE,FALSE,15,18,270
5/11/2024,周六,青稞奶茶,晴,TRUE,FALSE,54,16,864
4/25/2024,周四,芝士奶盖,多云,FALSE,TRUE,44,10,440
4/23/2024,周二,芋泥波波,阴,FALSE,TRUE,37,16,592
3/3/2024,周日,青稞奶茶,雪,TRUE,FALSE,32,14,448
4/21/2024,周日,珍珠奶茶,雪,TRUE,TRUE,62,12,744
4/23/2024,周二,青稞奶茶,雨,FALSE,FALSE,24,11,264
4/10/2024,周三,抹茶拿铁,阴,FALSE,FALSE,18,17,306
3/16/2024,周六,芝士奶盖,晴,TRUE,TRUE,54,12,648
4/11/2024,周四,水果茶,多云,FALSE,TRUE,40,10,400
3/7/2024,周四,青稞奶茶,晴,FALSE,TRUE,26,14,364
5/18/2024,周六,水果茶,多云,TRUE,FALSE,42,17,714
4/10/2024,周三,杨枝甘露,阴,FALSE,FALSE,31,22,682
5/1/2024,周三,抹茶拿铁,雨,FALSE,FALSE,25,13,325
4/7/2024,周日,芋泥波波,雪,TRUE,FALSE,39,20,780
3/27/2024,周三,芋泥波波,阴,FALSE,TRUE,32,13,416
4/19/2024,周五,柠檬茶,晴,FALSE,FALSE,34,18,612
4/10/2024,周三,青稞奶茶,多云,FALSE,FALSE,25,12,300
4/16/2024,周二,水果茶,雪,FALSE,FALSE,30,13,390
4/24/2024,周三,杨枝甘露,雪,FALSE,FALSE,21,21,441
3/15/2024,周五,柠檬茶,阴,FALSE,TRUE,27,20,540
4/15/2024,周一,青稞奶茶,雪,FALSE,TRUE,32,12,384
4/25/2024,周四,可可奶茶,晴,FALSE,FALSE,0,11,275
4/24/2024,周三,柠檬茶,多云,FALSE,FALSE,28,14,392
5/3/2024,周五,可可奶茶,晴,FALSE,FALSE,33,13,429
3/29/2024,周五,芋泥波波,晴,FALSE,FALSE,14,11,154
4/5/2024,周五,柠檬茶,阴,FALSE,FALSE,25,14,350
3/22/2024,周五,柠檬茶,雨,FALSE,FALSE,35,11,385
5/29/2024,周三,冰美式,雨,FALSE,FALSE,28,12,336
3/9/2024,周六,杨枝甘露,雨,TRUE,FALSE,32,18,576
4/24/2024,周三,芝士奶盖,多云,FALSE,FALSE,11,12,132
3/2/2024,周六,冰美式,阴,TRUE,FALSE,43,13,559
3/6/2024,周三,珍珠奶茶,多云,FALSE,FALSE,21,13,273
3/13/2024,周三,青稞奶茶,阴,FALSE,FALSE,25,18,450
5/2/2024,周四,青稞奶茶,阴,FALSE,TRUE,40,15,600
5/24/2024,周五,冰美式,晴,FALSE,FALSE,0,20,660
3/29/2024,周五,杨枝甘露,阴,FALSE,TRUE,46,20,920
3/12/2024,周二,柠檬茶,晴,FALSE,FALSE,32,20,640
4/27/2024,周六,可可奶茶,雨,TRUE,FALSE,35,15,525
4/23/2024,周二,青稞奶茶,多云,FALSE,TRUE,42,19,798
4/28/2024,周日,冰美式,雨,TRUE,TRUE,53,20,1060
5/27/2024,周一,杨枝甘露,雪,FALSE,FALSE,21,20,420
3/9/2024,周六,青稞奶茶,阴,TRUE,TRUE,48,11,528
4/9/2024,周二,珍珠奶茶,雨,FALSE,FALSE,23,12,276
4/14/2024,周日,青稞奶茶,雪,TRUE,TRUE,56,12,672
3/26/2024,周二,水果茶,雨,FALSE,FALSE,19,15,285
5/26/2024,周日,水果茶,阴,TRUE,FALSE,39,14,546
5/16/2024,周四,青稞奶茶,雪,FALSE,FALSE,20,19,380
3/26/2024,周二,青稞奶茶,阴,FALSE,FALSE,18,14,252
5/12/2024,周日,抹茶拿铁,多云,TRUE,FALSE,48,11,528
4/26/2024,周五,芝士奶盖,阴,FALSE,FALSE,28,16,448
4/29/2024,周一,珍珠奶茶,阴,FALSE,TRUE,31,14,434
5/14/2024,周二,可可奶茶,多云,FALSE,FALSE,30,14,420
4/20/2024,周六,杨枝甘露,晴,TRUE,FALSE,45,21,945
3/11/2024,周一,珍珠奶茶,晴,FALSE,FALSE,19,14,266
5/28/2024,周二,芝士奶盖,晴,FALSE,FALSE,21,18,378
3/7/2024,周四,柠檬茶,雪,FALSE,FALSE,21,12,252
5/26/2024,周日,杨枝甘露,雨,TRUE,FALSE,34,21,714
3/26/2024,周二,芋泥波波,晴,FALSE,TRUE,31,11,341
3/14/2024,周四,抹茶拿铁,雪,FALSE,FALSE,10,11,110
5/1/2024,周三,杨枝甘露,雪,FALSE,FALSE,26,21,546
5/18/2024,周六,芋泥波波,多云,TRUE,FALSE,40,12,480
5/24/2024,周五,柠檬茶,雪,FALSE,FALSE,23,13,299
4/7/2024,周日,青稞奶茶,雪,TRUE,FALSE,38,14,532
5/29/2024,周三,芋泥波波,阴,FALSE,FALSE,26,10,260
3/16/2024,周六,冰美式,晴,TRUE,FALSE,37,20,740
5/24/2024,周五,冰美式,晴,FALSE,FALSE,29,12,348
4/28/2024,周日,青稞奶茶,多云,TRUE,FALSE,33,13,429
5/30/2024,周四,可可奶茶,雪,FALSE,TRUE,44,15,660
5/12/2024,周日,芝士奶盖,多云,TRUE,FALSE,49,14,686
3/9/2024,周六,抹茶拿铁,阴,TRUE,FALSE,39,19,741
5/4/2024,周六,可可奶茶,多云,TRUE,FALSE,42,19,798
5/19/2024,周日,水果茶,晴,TRUE,TRUE,42,11,462
5/3/2024,周五,抹茶拿铁,多云,FALSE,FALSE,23,11,253
3/23/2024,周六,水果茶,晴,TRUE,TRUE,53,10,530
3/10/2024,周日,抹茶拿铁,雪,TRUE,FALSE,36,12,432
5/29/2024,周三,抹茶拿铁,多云,FALSE,FALSE,31,18,558
4/2/2024,周二,抹茶拿铁,雨,FALSE,FALSE,26,16,416
3/25/2024,周一,芋泥波波,晴,FALSE,FALSE,12,10,120
4/22/2024,周一,冰美式,雨,FALSE,TRUE,40,17,680
3/27/2024,周三,冰美式,雪,FALSE,FALSE,34,18,612
3/9/2024,周六,抹茶拿铁,阴,TRUE,FALSE,47,11,517
5/6/2024,周一,青稞奶茶,晴,FALSE,FALSE,13,19,247
3/3/2024,周日,柠檬茶,雨,TRUE,FALSE,46,12,552
3/10/2024,周日,可可奶茶,多云,TRUE,FALSE,52,18,936
5/19/2024,周日,珍珠奶茶,晴,TRUE,FALSE,0,12,552
4/3/2024,周三,柠檬茶,晴,FALSE,TRUE,43,20,860
3/8/2024,周五,柠檬茶,晴,FALSE,FALSE,34,19,646
3/5/2024,周二,芝士奶盖,阴,FALSE,FALSE,21,11,231
5/1/2024,周三,杨枝甘露,晴,FALSE,TRUE,43,19,817
4/25/2024,周四,抹茶拿铁,多云,FALSE,TRUE,29,13,377
4/18/2024,周四,珍珠奶茶,晴,FALSE,FALSE,31,13,403
4/24/2024,周三,可可奶茶,晴,FALSE,FALSE,23,15,345
4/13/2024,周六,水果茶,多云,TRUE,FALSE,35,10,350
5/8/2024,周三,冰美式,晴,FALSE,FALSE,14,10,140
3/17/2024,周日,抹茶拿铁,雨,TRUE,TRUE,54,20,1080
4/7/2024,周日,杨枝甘露,阴,TRUE,FALSE,45,18,810
5/9/2024,周四,柠檬茶,雨,FALSE,FALSE,37,15,555
4/7/2024,周日,柠檬茶,雨,TRUE,FALSE,59,11,649
4/22/2024,周一,冰美式,雨,FALSE,TRUE,45,13,585
5/10/2024,周五,柠檬茶,雨,FALSE,TRUE,40,20,800
3/15/2024,周五,珍珠奶茶,晴,FALSE,FALSE,34,15,510
3/11/2024,周一,珍珠奶茶,雪,FALSE,FALSE,18,15,270
3/6/2024,周三,柠檬茶,阴,FALSE,TRUE,40,10,400
3/5/2024,周二,可可奶茶,晴,FALSE,FALSE,26,14,364
5/15/2024,周三,柠檬茶,雨,FALSE,FALSE,30,10,300
5/10/2024,周五,水果茶,雪,FALSE,FALSE,28,19,532
4/3/2024,周三,杨枝甘露,阴,FALSE,FALSE,25,19,475
4/5/2024,周五,青稞奶茶,多云,FALSE,FALSE,16,15,240
3/5/2024,周二,冰美式,雨,FALSE,FALSE,22,20,440
5/17/2024,周五,珍珠奶茶,雨,FALSE,FALSE,18,14,252
4/26/2024,周五,抹茶拿铁,阴,FALSE,TRUE,25,17,425
5/11/2024,周六,柠檬茶,晴,TRUE,FALSE,39,14,546
5/10/2024,周五,芝士奶盖,阴,FALSE,TRUE,30,17,510
5/20/2024,周一,杨枝甘露,雪,FALSE,FALSE,17,18,306
3/24/2024,周日,可可奶茶,雪,TRUE,FALSE,47,13,611
5/31/2024,周五,青稞奶茶,晴,FALSE,FALSE,23,18,414
5/16/2024,周四,柠檬茶,晴,FALSE,TRUE,39,18,702
3/27/2024,周三,芝士奶盖,阴,FALSE,TRUE,999,12,492
4/16/2024,周二,芝士奶盖,雨,FALSE,FALSE,0,19,513
3/6/2024,周三,青稞奶茶,雪,FALSE,TRUE,36,15,540
5/5/2024,周日,冰美式,多云,TRUE,FALSE,45,10,450
3/20/2024,周三,水果茶,晴,FALSE,FALSE,15,19,285
5/13/2024,周一,可可奶茶,雪,FALSE,FALSE,31,10,310
5/24/2024,周五,可可奶茶,雨,FALSE,FALSE,33,14,462
4/12/2024,周五,柠檬茶,多云,FALSE,FALSE,22,13,286
4/22/2024,周一,芝士奶盖,雨,FALSE,FALSE,13,15,195
5/17/2024,周五,柠檬茶,阴,FALSE,FALSE,26,18,468
4/22/2024,周一,冰美式,雪,FALSE,FALSE,18,15,270
3/11/2024,周一,水果茶,雪,FALSE,FALSE,32,17,544
3/26/2024,周二,杨枝甘露,晴,FALSE,TRUE,44,22,968
4/30/2024,周二,芋泥波波,晴,FALSE,FALSE,14,12,168
3/17/2024,周日,可可奶茶,阴,TRUE,FALSE,46,12,552
5/11/2024,周六,柠檬茶,晴,TRUE,FALSE,39,19,741
3/14/2024,周四,珍珠奶茶,雨,FALSE,FALSE,18,15,270
4/25/2024,周四,青稞奶茶,多云,FALSE,FALSE,34,18,612
3/1/2024,周五,冰美式,阴,FALSE,FALSE,28,12,336
5/15/2024,周三,青稞奶茶,多云,FALSE,FALSE,18,10,180
5/7/2024,周二,冰美式,雨,FALSE,FALSE,28,12,336
3/6/2024,周三,柠檬茶,雪,FALSE,FALSE,32,15,480
4/6/2024,周六,杨枝甘露,雨,TRUE,FALSE,35,19,665
4/6/2024,周六,青稞奶茶,晴,TRUE,FALSE,54,14,756
3/27/2024,周三,可可奶茶,晴,FALSE,FALSE,15,18,270
3/25/2024,周一,珍珠奶茶,晴,FALSE,FALSE,29,15,435
5/6/2024,周一,杨枝甘露,雨,FALSE,FALSE,25,21,525
5/3/2024,周五,青稞奶茶,多云,FALSE,FALSE,22,11,242
3/11/2024,周一,柠檬茶,雨,FALSE,FALSE,23,17,391
5/5/2024,周日,芋泥波波,晴,TRUE,FALSE,43,15,645
5/11/2024,周六,珍珠奶茶,晴,TRUE,FALSE,54,15,810
3/29/2024,周五,柠檬茶,阴,FALSE,TRUE,37,14,518
5/21/2024,周二,芋泥波波,晴,FALSE,FALSE,23,18,414
5/30/2024,周四,杨枝甘露,阴,FALSE,FALSE,20,21,420
3/31/2024,周日,芝士奶盖,雪,TRUE,FALSE,42,14,588
4/7/2024,周日,抹茶拿铁,阴,TRUE,FALSE,48,17,816
3/29/2024,周五,芋泥波波,阴,FALSE,FALSE,24,13,312
3/15/2024,周五,杨枝甘露,雨,FALSE,FALSE,29,21,609
5/1/2024,周三,抹茶拿铁,多云,FALSE,TRUE,45,13,585
4/22/2024,周一,珍珠奶茶,雨,FALSE,FALSE,26,15,390
4/24/2024,周三,水果茶,晴,FALSE,FALSE,21,15,315
3/6/2024,周三,青稞奶茶,阴,FALSE,FALSE,26,18,468
5/20/2024,周一,芋泥波波,多云,FALSE,FALSE,20,10,200
3/12/2024,周二,芝士奶盖,雪,FALSE,TRUE,39,13,507
3/26/2024,周二,杨枝甘露,多云,FALSE,FALSE,24,20,480
3/28/2024,周四,可可奶茶,晴,FALSE,TRUE,35,11,385
5/2/2024,周四,珍珠奶茶,雨,FALSE,FALSE,999,13,234
3/16/2024,周六,水果茶,阴,TRUE,TRUE,60,11,660
5/30/2024,周四,水果茶,晴,FALSE,FALSE,18,19,342
3/13/2024,周三,冰美式,多云,FALSE,FALSE,26,15,390
3/3/2024,周日,青稞奶茶,阴,TRUE,FALSE,37,20,740
4/18/2024,周四,青稞奶茶,晴,FALSE,FALSE,29,18,522
4/6/2024,周六,可可奶茶,多云,TRUE,FALSE,48,16,768
5/9/2024,周四,芋泥波波,多云,FALSE,FALSE,24,16,384
4/27/2024,周六,芝士奶盖,雪,TRUE,TRUE,59,12,708
3/11/2024,周一,芋泥波波,多云,FALSE,FALSE,22,19,418
3/19/2024,周二,水果茶,雪,FALSE,FALSE,34,13,442
5/3/2024,周五,青稞奶茶,雨,FALSE,FALSE,25,10,250
5/12/2024,周日,冰美式,晴,TRUE,FALSE,41,18,738
5/9/2024,周四,抹茶拿铁,多云,FALSE,FALSE,27,18,486
3/11/2024,周一,芋泥波波,晴,FALSE,FALSE,23,12,276
